sha,author,date,message
5543,Stanca Serban,"November 14, 2024 07:13 PM",Backed out changeset bdebaab bug for causing mochitests failures in browser ImageDocument svg zoomjs CLOSED TREE
5544,Stanca Serban,"November 14, 2024 07:09 PM",Backed out changeset deeaafdf bug for causing bpnu bustages in StackArenacpp
5545,Mozilla Releng Treescript,"November 14, 2024 07:02 PM",no bug Bumping Mobile ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach cebecbcbeeeff an cebecbcbeeeff ar cebecbcbeeeff ast cebecbcbeeeff az cebecbcbeeeff be cebecbcbeeeff bg cebecbcbeeeff bn cebecbcbeeeff br cebecbcbeeeff bs cebecbcbeeeff ca cebecbcbeeeff cak cebecbcbeeeff cs cebecbcbeeeff cy cebecbcbeeeff da cebecbcbeeeff de cebecbcbeeeff dsb cebecbcbeeeff el cebecbcbeeeff enCA cebecbcbeeeff enGB cebecbcbeeeff eo cebecbcbeeeff esAR cebecbcbeeeff esCL cebecbcbeeeff esES cebecbcbeeeff esMX cebecbcbeeeff et cebecbcbeeeff eu cebecbcbeeeff fa cebecbcbeeeff ff cebecbcbeeeff fi cebecbcbeeeff fr cebecbcbeeeff fyNL cebecbcbeeeff gaIE cebecbcbeeeff gd cebecbcbeeeff gl cebecbcbeeeff gn cebecbcbeeeff guIN cebecbcbeeeff he cebecbcbeeeff hiIN cebecbcbeeeff hr cebecbcbeeeff hsb cebecbcbeeeff hu cebecbcbeeeff hyAM cebecbcbeeeff ia cebecbcbeeeff id cebecbcbeeeff is cebecbcbeeeff it cebecbcbeeeff ja cebecbcbeeeff ka cebecbcbeeeff kab cebecbcbeeeff kk cebecbcbeeeff km cebecbcbeeeff kn cebecbcbeeeff ko cebecbcbeeeff lij cebecbcbeeeff lo cebecbcbeeeff lt cebecbcbeeeff ltg cebecbcbeeeff lv cebecbcbeeeff meh cebecbcbeeeff mix cebecbcbeeeff ml cebecbcbeeeff mr cebecbcbeeeff ms cebecbcbeeeff my cebecbcbeeeff nbNO cebecbcbeeeff neNP cebecbcbeeeff nl cebecbcbeeeff nnNO cebecbcbeeeff oc cebecbcbeeeff paIN cebecbcbeeeff pl cebecbcbeeeff ptBR cebecbcbeeeff ptPT cebecbcbeeeff rm cebecbcbeeeff ro cebecbcbeeeff ru cebecbcbeeeff sk cebecbcbeeeff sl cebecbcbeeeff son cebecbcbeeeff sq cebecbcbeeeff sr cebecbcbeeeff svSE cebecbcbeeeff ta cebecbcbeeeff te cebecbcbeeeff th cebecbcbeeeff tl cebecbcbeeeff tr cebecbcbeeeff trs cebecbcbeeeff uk cebecbcbeeeff ur cebecbcbeeeff uz cebecbcbeeeff vi cebecbcbeeeff wo cebecbcbeeeff xh cebecbcbeeeff zam cebecbcbeeeff zhCN cebecbcbeeeff zhTW cebecbcbeeeff
5546,Mozilla Releng Treescript,"November 14, 2024 07:02 PM",no bug Bumping Firefox ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach cacfcbadebdeda af cacfcbadebdeda an cacfcbadebdeda ar cacfcbadebdeda ast cacfcbadebdeda az cacfcbadebdeda be cacfcbadebdeda bg cacfcbadebdeda bn cacfcbadebdeda bo cacfcbadebdeda br cacfcbadebdeda brx cacfcbadebdeda bs cacfcbadebdeda ca cacfcbadebdeda cavalencia cacfcbadebdeda cak cacfcbadebdeda ckb cacfcbadebdeda cs cacfcbadebdeda cy cacfcbadebdeda da cacfcbadebdeda de cacfcbadebdeda dsb cacfcbadebdeda el cacfcbadebdeda enCA cacfcbadebdeda enGB cacfcbadebdeda eo cacfcbadebdeda esAR cacfcbadebdeda esCL cacfcbadebdeda esES cacfcbadebdeda esMX cacfcbadebdeda et cacfcbadebdeda eu cacfcbadebdeda fa cacfcbadebdeda ff cacfcbadebdeda fi cacfcbadebdeda fr cacfcbadebdeda fur cacfcbadebdeda fyNL cacfcbadebdeda gaIE cacfcbadebdeda gd cacfcbadebdeda gl cacfcbadebdeda gn cacfcbadebdeda guIN cacfcbadebdeda he cacfcbadebdeda hiIN cacfcbadebdeda hr cacfcbadebdeda hsb cacfcbadebdeda hu cacfcbadebdeda hyAM cacfcbadebdeda hye cacfcbadebdeda ia cacfcbadebdeda id cacfcbadebdeda is cacfcbadebdeda it cacfcbadebdeda ja cacfcbadebdeda jaJPmac cacfcbadebdeda ka cacfcbadebdeda kab cacfcbadebdeda kk cacfcbadebdeda km cacfcbadebdeda kn cacfcbadebdeda ko cacfcbadebdeda lij cacfcbadebdeda lo cacfcbadebdeda lt cacfcbadebdeda ltg cacfcbadebdeda lv cacfcbadebdeda meh cacfcbadebdeda mk cacfcbadebdeda mr cacfcbadebdeda ms cacfcbadebdeda my cacfcbadebdeda nbNO cacfcbadebdeda neNP cacfcbadebdeda nl cacfcbadebdeda nnNO cacfcbadebdeda oc cacfcbadebdeda paIN cacfcbadebdeda pl cacfcbadebdeda ptBR cacfcbadebdeda ptPT cacfcbadebdeda rm cacfcbadebdeda ro cacfcbadebdeda ru cacfcbadebdeda sat cacfcbadebdeda sc cacfcbadebdeda scn cacfcbadebdeda sco cacfcbadebdeda si cacfcbadebdeda sk cacfcbadebdeda skr cacfcbadebdeda sl cacfcbadebdeda son cacfcbadebdeda sq cacfcbadebdeda sr cacfcbadebdeda svSE cacfcbadebdeda szl cacfcbadebdeda ta cacfcbadebdeda te cacfcbadebdeda tg cacfcbadebdeda th cacfcbadebdeda tl cacfcbadebdeda tr cacfcbadebdeda trs cacfcbadebdeda uk cacfcbadebdeda ur cacfcbadebdeda uz cacfcbadebdeda vi cacfcbadebdeda wo cacfcbadebdeda xh cacfcbadebdeda zhCN cacfcbadebdeda zhTW cacfcbadebdeda
5547,Gijs Kruitbosch,"November 14, 2024 05:14 PM",Bug optimize lineScrollAmount so it doesnt iterate over all tabs rmconleydao Differential Revision httpsphabricatorservicesmozillacomD
5548,Jonathan Kew,"November 14, 2024 05:12 PM",Bug Remove obsolete check from nsInlineFrameUpdateStyleOfOwnedAnonBoxesForIBSplit rlayoutreviewersemilio Differential Revision httpsphabricatorservicesmozillacomD
5549,alexandra.virvara,"November 14, 2024 05:12 PM",Bug adapt screen content when device lock is bypassed SKIP BMO CHECK rboekandroidreviewers Differential Revision httpsphabricatorservicesmozillacomD
5550,Eric Chen,"November 14, 2024 04:58 PM",Bug use modulo on hex instead of string for getLaunchOnLoginApproved rmossop Differential Revision httpsphabricatorservicesmozillacomD
5551,Jan Varga,"November 14, 2024 04:52 PM",Bug Avoid resolving responses in CreateFileSystemManagerParent if the background actor is already dead rdomstoragereviewersjari IPC code already handles this internally but it causes warnings Differential Revision httpsphabricatorservicesmozillacomD
5552,Dão Gottwald,"November 14, 2024 04:33 PM",Bug Convert gBrowser to a modern JS class rtabbrowserreviewersjswinarton Differential Revision httpsphabricatorservicesmozillacomD
5553,longsonr,"November 14, 2024 04:29 PM",Bug Remove NS ROUNDUP replace usage by RoundUpToMultiple remilio Differential Revision httpsphabricatorservicesmozillacomD
5554,longsonr,"November 14, 2024 04:27 PM",Bug include Assertionsh in nsTextFragmentVMXcpp remilio Differential Revision httpsphabricatorservicesmozillacomD
5555,Zach Hoffman,"November 14, 2024 04:27 PM",Bug Send Referer header on refresh rpetervckerschbdomcoresmaug This applies for refreshes resulting from either a meta refresh or the Refresh header Referrer Policy is honored Because exposing the referrer in a new place could have privacy implications this behavior is gated behind a disabled pref until antitracking has been considered in bug Some WPTs that D touches are cleaned up a bit Differential Revision httpsphabricatorservicesmozillacomD
5556,Emilio Cobos Álvarez,"November 14, 2024 04:25 PM",Bug Go back to round inner sizes rdholbert Truncating them generally makes sense but may be unexpected by some websites and rounding consistently with other APIs like client is probably more important than showing useless scrollbars in some cases I checked Chromium and it seems they round both client scroll offset APIs and innerWidthHeight though they seem to round exact half pixels down instead of up so this should probably be safe This is tested already by testingwebplatformmozillatestscsscssomwindow size roundinghtml Differential Revision httpsphabricatorservicesmozillacomD
5557,David Shin,"November 14, 2024 04:15 PM",Bug Mark unexpected passes from bug rlayoutreviewersemilio Differential Revision httpsphabricatorservicesmozillacomD
5558,Chris H-C,"November 14, 2024 04:10 PM",Bug Cache labeled submetrics in the FOG Rust API too raabhjanerik With a little effort to remove labeled type get uses in ipcrs we could remove the codegen of all labeled type get fns as well But that seems like exactly the sort of premature optimization we dont need to follow atm Differential Revision httpsphabricatorservicesmozillacomD
5559,Chris H-C,"November 14, 2024 04:10 PM",Bug Store Arclabeledtype instead of owned labeledtype rjanerik Differential Revision httpsphabricatorservicesmozillacomD
5560,William Durand,"November 14, 2024 04:08 PM",Bug Update style of the warningerror messages in the addons manager ramejiamarmolandroidreviewers Differential Revision httpsphabricatorservicesmozillacomD
5561,Updatebot,"November 14, 2024 06:48 AM",Bug Update android nightly applicationservices version bump to abefefdbdfe rRyanVM Differential Revision httpsphabricatorservicesmozillacomD
5562,Markus Stange,"November 14, 2024 03:55 PM",Bug Remove unsupported leaf profiler feature from setupstartupprofilingpy rcanaltinova This was causing the MOZ PROFILER STARTUP FEATURES env var to be ignored Differential Revision httpsphabricatorservicesmozillacomD
5563,Zach Hoffman,"November 14, 2024 03:53 PM",Bug Use document ReferrerInfo for refreshes rpetervckerschbdomcoresmaug When ReferrerInfo is exposed later in the patch set using the document referrer info instead of mReferrerInfo will matter but for now behavior should be unchanged Optional argument aSendReferrer for the ReferrerInfo constructor is added Because the existing behavior of InitWithDocument setting mSendReferrer to true is acceptable in all other cases the aSendReferrer argument is not passed to InitWithDocument and nsIReferrerInfoidl is unchanged Unused method ReferrerInfoCloneWithNewSendReferrer is removed Differential Revision httpsphabricatorservicesmozillacomD
5564,Alex Franchuk,"November 14, 2024 03:37 PM",Bug Always use the basename of files stored in the debug file field rgsvelto On Linux the rustminidump crates yield at least in some cases full file paths to the debug files On other platforms this doesnt seem to be the case Either way for all platforms we ensure that the debug file field is only the basename Differential Revision httpsphabricatorservicesmozillacomD
5565,serge-sans-paille,"November 14, 2024 03:24 PM",Bug Better hinting for global variable linter rarai Differential Revision httpsphabricatorservicesmozillacomD
5566,Kagami Sascha Rosylight,"November 14, 2024 03:07 PM",Bug Return early on MaybeSomething if PromiseObj is null rsmaug PromiseCreateInfallible allows not having PromiseObj but MaybeSomething still had an invalid assertion MaybeSomething eventually calls MaybeRejectResolve which safely checks PromiseObj ultimately but why go further when we can return early Differential Revision httpsphabricatorservicesmozillacomD
5567,Daniel Minor,"November 14, 2024 02:39 PM",Bug Ship Promisetry rmgaudetpeterv Differential Revision httpsphabricatorservicesmozillacomD
5568,Alexandru Marc,"November 14, 2024 03:37 PM",Backed out changeset adcfed bug for causing bc failures browser standalone application chooser window fallbackjs CLOSED TREE
5569,Olivia Hall,"November 14, 2024 02:25 PM",Bug Fix PriorityHint test fails on Fission rgeckoviewreviewerskayaowlish The priority hint GeckoViewTest fails because when fission and isolate everything are set then docshells do not survive xsite navigation In this test the docshell was inactivated in order to set process priority The aboutblank docshell was inactivated before navigation in the earlier version of the test The new process that was created for the test site did not have the prior process priority set By moving the setActive call to later after navigation then the correct process priority hint is set and the test works as expected Differential Revision httpsphabricatorservicesmozillacomD
5570,sarah541,"November 14, 2024 02:18 PM",Bug Disable OpenInAction icon button from sandbox custom tab navbar randroidreviewerspetru Differential Revision httpsphabricatorservicesmozillacomD
5571,Dão Gottwald,"November 14, 2024 02:02 PM",Bug Convert gBrowser to a modern JS class rtabbrowserreviewersjswinarton Differential Revision httpsphabricatorservicesmozillacomD
5572,Ryan VanderMeulen,"November 14, 2024 01:57 PM",Bug Update mobile firstrun experiments on Release rchumphreys DONTBUILD Differential Revision httpsphabricatorservicesmozillacomD
5573,Tom Ritter,"November 14, 2024 01:27 PM",Bug Enable fdlibm in FPP and on MacLinux by default rtimhuangfreddybspidermonkeyreviewersarai Differential Revision httpsphabricatorservicesmozillacomD
5574,Alex Jakobi,"November 14, 2024 12:53 PM",Bug Remove second argument from Promise constructor in APZ fission mochitests rhiro The Promise constructor only takes one parameter This patch removes the second once argument which doesnt have any effect Differential Revision httpsphabricatorservicesmozillacomD
5575,Nicolas Chevobbe,"November 14, 2024 12:52 PM",Bug devtools Adapt Callstack panel to High Contrast Mode rbomsy Use themeselectioncolor instead of white Dont lower opacity on frames and use dedicated variable instead Tweak some selectors to make sure the panel looks good in all situations Differential Revision httpsphabricatorservicesmozillacomD
5576,ffxbld,"November 14, 2024 12:45 PM",No Bug mozillacentral repoupdate HSTS HPKP remotesettings tldsuffixes ctlogs rreleasemanagerspascalc Differential Revision httpsphabricatorservicesmozillacomD
5577,Paul Zuehlcke,"November 14, 2024 12:01 PM",Bug Add nsIClearDataServiceCLEAR STATE FOR TRACKER PURGING rantitrackingreviewerstimhuang Differential Revision httpsphabricatorservicesmozillacomD
5578,Henrik Skupin,"November 14, 2024 11:16 AM",Bug remote Add reverse action to input cancel list after trying to dispatch the action rwebdriverreviewersjdescottes Differential Revision httpsphabricatorservicesmozillacomD
5579,Henrik Skupin,"November 14, 2024 11:16 AM",Bug wdspec Update release actionssequence tentativepy test to run in a new tab rwebdriverreviewersjdescottes Differential Revision httpsphabricatorservicesmozillacomD
5580,Emilio Cobos Álvarez,"November 14, 2024 11:13 AM",Bug Simplify mozprespace implementation rjfkthame Make it an alias of the preservespaces value and dont bother serializing the shorthand to that value Update internal usages to the standard keyword Differential Revision httpsphabricatorservicesmozillacomD
5581,Alexandru Marc,"November 14, 2024 11:17 AM",Bug Adjust negativelayoutoverflowhtml subtest as failing on mac rAryx CLOSED TREE Differential Revision httpsphabricatorservicesmozillacomD
5582,Emilio Cobos Álvarez,"November 14, 2024 11:52 AM",Bug Temporarily disable recentlyintroduced assertion See bug MANUAL PUSH Bustage fix CLOSED TREE
5583,Paul Zuehlcke,"November 14, 2024 10:57 AM",Bug Remove expiring CBH telemetry rtimhuang Differential Revision httpsphabricatorservicesmozillacomD
5584,Jan de Mooij,"November 14, 2024 10:48 AM",Bug Add some ReportOutOfMemory calls to WasmTagObjectconstruct rrhunt Differential Revision httpsphabricatorservicesmozillacomD
5585,Jonathan Kew,"November 14, 2024 10:44 AM",Bug Ensure we always have a float manager during blockframe reflow rlayoutreviewersemilio Normally we shouldnt be starting reflow from a block that is not a BFC and so BlockNeedsFloatManager would return true for the reflow root What happens in the testcase here though is that we call PresShellFrameNeedsReflow for the article block because weve just added a child to it which is fine its a BFC at that moment Then we restyle and during restyling we remove the NS BLOCK BFC flag because the newlyadded element means that the article no longer matches onlychild and so we lose the contain property that was previously set So article is no longer a BFC but weve already recorded it in the PresShells mDirtyRoots We then call PresShellFrameNeedsReflow for the foreignObject which adds that to mDirtyRoots as well And then we flush layout reflowing first the foreignObject because it is the shallower of the two dirtyroots and then the article block We might expect that the reflow of the SVGForeignObject would fix things because it would reflow all its descendants including article safely but theres an earlyreturn in SVGForeignObjectFrameReflow in the case where it is zerosized which it is here So the article block remains dirty and PresShellProcessReflowCommands tries to reflow it directly even though it is no longer a BFC and thats when we crash due to not having a float manager Removing that earlyreturn from SVGForeignObjectFrameReflow would avoid the crash but in any case I think we should make nsBlockFrameReflow handle this situation as there may be other codepaths that potentially set up a similar scenario of attempting to reflow from a root that has lost its BFCness Differential Revision httpsphabricatorservicesmozillacomD
5586,Jonathan Kew,"November 14, 2024 10:42 AM",Bug Add reftest to check that Thai locale does not disrupt small font sizes in SVG rjwatt Differential Revision httpsphabricatorservicesmozillacomD
5587,Jonathan Kew,"November 14, 2024 10:42 AM",Bug Dont apply the fontminimumsize settings to text in SVG documents rjwatt Differential Revision httpsphabricatorservicesmozillacomD
5588,Emilio Cobos Álvarez,"November 14, 2024 10:17 AM",Bug Build view transition pseudoelement tree rviewtransitionsreviewersboris Reuse the editors manual NAC machinery for now and hook it into StyleChildrenIterator and co We might need to slightly tweak the setup for selectormatching not sure yet but that should be fine Differential Revision httpsphabricatorservicesmozillacomD
5589,Eden Chuang,"November 14, 2024 09:46 AM",Bug P Move ServiceWorker Nonlife cycle related operations from RemoteWorker to RemoteWorkerNonLifeCycleController excepts FetchEventOp rasuth Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5590,Eden Chuang,"November 14, 2024 09:46 AM",Bug P Move ShareWorker Nonlife cycle related operations from RemoteWorker to RemoteWorkerNonLifeCycleOpController rasuth Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5591,Eden Chuang,"November 14, 2024 09:46 AM",Bug P Move RemoteWorkerOp and SharedWorkerOp out from RemoteWorkerChild rasuth To reuse the code of RemoteWorkerState and RemoteWorkerOp in RemoteWorkerNonLifeCycleOpControllerChild this patch isolates these reused codes into a new file RemoteWorkerOph And also extract RemoteWorkerSharedWorkerOp into SharedWorkerOphcpp Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5592,Eden Chuang,"November 14, 2024 09:46 AM",Bug P Create IPC PRemoteWorkerNonLifeCycleOpController rasuth In this patch IPC PRemoteWorkerNonLifeCycleOpController is created for nonlife cycle operations of SharedWorkerServiceWorker PRemoteWorkerNonLifeCycleOpController is the IPC between the content process worker thread and the parent process background thread This IPC helps to build a direct communication instead of go through worker launcher thread and the main thread EndpointPRemoteWorkerNonLifeCycleOpControllerParentChild pairs are created when RemoteWorkerManagerLaunchInternal The parent Endpoint is binded a RemoteWorkerNonLifeCycleOpControllerParent immediately and connect to the corresponding RemoteWorkerController And the child Endpoint is passed through IPC PRemoteWorkerServiceSendPRemoteWorkerConstructor to the content process and then binds to a PRemoteWorkerNonLifeCycleOpControllerChild when the Worker gets into Running state After connection is built RemoteWorkerController can send nonlife cycle related operations by PRemoteWorkerNonLifeCycleOpController and send life cycle related operations by PRemoteWorker Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5593,Eden Chuang,"November 14, 2024 09:46 AM",Bug P Let PRemoteWorkerService manage PRemoteWorker rasuth Currently PRemoteWorker is managed by PBackground which should be the same as the manager of the corresponding PRemoteWorkerService Since the PBackground is gotten from PRemoteWorkerService This patch makes PRemoteWorkerService directly manage the PRemoteWorker PRemoteWorker will handle the lifecyclerelated operations of RemoteWorkers it might be renamed in the following patches Differential Revision httpsphabricatorservicesmozillacomD
5594,KS,"November 14, 2024 09:18 AM",Bug Increase build time for CaR apple silicon rperftestreviewersfbilt It is possible there was some changes upstream that have suddenly increased the build time by quite a bit for Chromium arm mac builds For the time being this patch increases that wait time to prevent CI failures and resume collecting perftest data Bug will look into why this might have happened Differential Revision httpsphabricatorservicesmozillacomD
5595,André Bargull,"November 14, 2024 09:12 AM",Bug Part Inline Atomicspause when called with no arguments riain Calling Atomicspause without having inlining support will just lead to decreased performance due to the overhead for a JS C call so provide at least inlining support when no arguments are passed Suppporting the iteration count argument may require CPUspecific tuning so this is outofscope for now Differential Revision httpsphabricatorservicesmozillacomD
5596,André Bargull,"November 14, 2024 09:12 AM",Bug Part Support encoding pause x and yield arm instructions riain The instructions are used in the next part Differential Revision httpsphabricatorservicesmozillacomD
5597,André Bargull,"November 14, 2024 09:12 AM",Bug Part Enable test tests for Atomicspause riain Differential Revision httpsphabricatorservicesmozillacomD
5598,André Bargull,"November 14, 2024 09:12 AM",Bug Part Initial implementation for the Atomicspause proposal riain Use the following instructions to implement Atomicspause Target platform is x x Use the pause instruction which is available since Pentium IV Target platform is ARM Use the yield hint instruction which is available since ARMv Target platform is ARM Use the isb instruction ARM also provides a yield hint instruction but current CPUs implement it as a nop instruction so implementations in other languages have switched to isb because it more closely matches the delay observed in xs pause instruction See for example corehintspin loop in Rust or ThreadonSpinWait in Java Differential Revision httpsphabricatorservicesmozillacomD
5599,oana.horvath,"November 14, 2024 09:06 AM",Bug Simplify bookmarks tests for shorter run time raaronmt Simplifies steps to add multiple bookmarks to shorten the time it takes for the test runs Example verifyOpenAllInNewTabsOptionTest time improved from s to s deleteMultipleSelectedBookmarksTest from s to s Try run httpstreeherdermozillaorgjobsrepotryrevisionddfbeeffffedcaafbcselectedTaskRunaJiosQqSaWwTSmDfw Differential Revision httpsphabricatorservicesmozillacomD
5600,mike a.,"November 14, 2024 08:48 AM",Bug Close search fragment on back gesture randroidreviewerspetru Differential Revision httpsphabricatorservicesmozillacomD
5601,James Teow,"November 14, 2024 08:36 AM",Bug Simplify persist search telemetry test rdaisukeurlbarreviewers For some reason on Linux going back to the SERP can end up going to the first page that was loaded hence the Promise that awaits the SERP is loaded time outs One workaround is to make the SERP the first page I think this is an acceptable change because the test is trying to ensure returning to a SERP and making another search results in the correct telemetry Differential Revision httpsphabricatorservicesmozillacomD
5602,Nicolas Chevobbe,"November 14, 2024 08:05 AM",Bug devtools Adapt Jump to definition button in High Contrast Mode rdevtoolsreviewersbomsy Increment the width of the button so the icon has enough room to be displayed comfortably Differential Revision httpsphabricatorservicesmozillacomD
5603,Alexandru Marc,"November 14, 2024 09:59 AM",Backed out changesets bug for causing build bustages PocketState CLOSED TREE Backed out changeset bbfefbfc bug Backed out changeset cbdd bug 
5604,Alexandru Marc,"November 14, 2024 09:15 AM",Backed out changeset cacfed bug for causing reftest failures html CLOSED TREE
5605,Adi,"November 14, 2024 08:38 AM",Backed out changesets bug for causing build bustages PocketStoriesComposables CLOSED TREE Backed out changeset debd bug Backed out changeset fc bug Backed out changeset feddbbef bug 
5606,Gabriel Luong,"November 14, 2024 07:47 AM",Bug Part Refactor the Pocket state into ContentRecommendationsState in AppState randroidreviewersdevota Differential Revision httpsphabricatorservicesmozillacomD
5607,Gabriel Luong,"November 14, 2024 07:47 AM",Bug Part Refactor the Pocket actions into a new sealed class and separate reducer randroidreviewersdevota Refactor the Pocket actions into a new ContentRecommendationsAction sealed class Handle the Pocket reduce function in a new ContentRecommendationsReducer Differential Revision httpsphabricatorservicesmozillacomD
5608,Lina Butler,"November 14, 2024 07:47 AM",Bug Update history metadata observation behavior for App Services randroidreviewerskaya The latest version of App Services defaults to ignoring history observations for pages that arent in history This is the correct behavior for visit time observations but not for document type observations which are recorded on page load before the page might have been added to history Differential Revision httpsphabricatorservicesmozillacomD
5609,Debadree Chatterjee,"November 14, 2024 06:31 AM",Bug Enable explicit resource build management flag based on nightly flag rarai Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5610,Hiroyuki Ikezoe,"November 14, 2024 06:23 AM",Bug Ignore underflow area for the minimum scale size calculation rbotond Differential Revision httpsphabricatorservicesmozillacomD
5611,alwu,"November 14, 2024 06:18 AM",Bug part remove the old probe rmediaplaybackreviewersaosmond Differential Revision httpsphabricatorservicesmozillacomD
5612,alwu,"November 14, 2024 06:18 AM",Bug part add test case for DecodeError probe rmediaplaybackreviewersaosmond The test file is generated originally by using the command below ffmpeg f lavfi i testsrcdurationsizexrate cv libvpxvp crf bv decode error vpwebm Then I manually modified its hex file to make it invalid Differential Revision httpsphabricatorservicesmozillacomD
5613,alwu,"November 14, 2024 06:18 AM",Bug part add a new probe to record decode error rmediaplaybackreviewersaosmond Differential Revision httpsphabricatorservicesmozillacomD
5614,alwu,"November 14, 2024 06:18 AM",Bug part add test rmediaplaybackreviewersaosmond Differential Revision httpsphabricatorservicesmozillacomD
5615,alwu,"November 14, 2024 06:18 AM",Bug part add new probe to record all types of media element error rmediaplaybackreviewersaosmond Differential Revision httpsphabricatorservicesmozillacomD
5616,Drew Willcoxon,"November 14, 2024 05:44 AM",Bug Add a simplistic caching mechanism to MerinoClient to avoid weather suggestions flicker rdaisuke This adds some simplistic caching for weather suggestions just like we have simplistic caching for geolocation That fixes the bug by avoiding latency when calling Merino while youre typing a long query that keeps matching the same suggestion again and again Instead of duplicating the caching logic from geolocation I moved it into MerinoClient so that both geolocation and weather can use it and potentially other features in the future Since caching interferes with tests that dont expect it I added a simple way to disable it during tests MerinoTestUtils sets a static property on MerinoClient called test disableCache I added a test that specifically tests the cache so we can be sure it works right Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5617,Drew Willcoxon,"November 14, 2024 05:44 AM",Bug Fix Show less frequently behavior for citybased weather suggestions rdaisuke This makes the Show less frequently behavior prefs and Nimbus variables for weather sugestions more like those for Yelp suggestions Yelp suggestions have the best implementation for this and theyre the model we should follow from now on We dont have to worry too much about backward compatibility Weather has never been enabled by default except since late last week on Nightly It has been enabled in experiments so there are some actual users out there who interacted with them but the worst that could happen is well lose the number of times they clicked show less frequently so they may need to do that again if they end up triggering weather suggestions again This patch still respects the value of the weatherminKeywordLength pref which is the most important so users that previously incremented it will still see correct behavior Depends on D Differential Revision httpsphabricatorservicesmozillacomD
5618,Drew Willcoxon,"November 14, 2024 05:44 AM",Bug Fix an error with how Suggest compares URLs to weather suggestions rdaisuke The error reported in the bug is thrown when isURLEquivalentToResultURL passes an undefined originalUrl to rawSuggestionUrlMatches as the muxer is comparing a history result to the weather result Weather result payloads dont include originalUrl but isURLEquivalentToResultURL assumes that all Rust suggestions have it This patch modifies isURLEquivalentToResultURL so it doesnt make that assumption Other places that access originalUrl also do not assume its defined so I think this is just a mistake in isURLEquivalentToResultURL Alternatively we could make sure originalUrl is always defined on all payloads or maybe only Rust payloads but that would require updating several tests and I like the idea that results only include it when necessary Differential Revision httpsphabricatorservicesmozillacomD
5619,Gabriel Luong,"November 14, 2024 04:23 AM",Bug Part Add entry points for startstop work requests for fetching and returning content recommendations in PocketStoriesService randroidreviewersdevota Add startPeriodicContentRecommendationsRefresh and stopPeriodicContentRecommendationsRefresh methods for starting and stopping periodic background work requests to fetch content recommendations in PocketStoriesService Adds getContentRecommendations method in PocketStoriesService for returning the cached content recommendations Adds updateRecommendationsImpression method in PocketStoriesService for updating the content recommendation impressions Differential Revision httpsphabricatorservicesmozillacomD
5620,Gabriel Luong,"November 14, 2024 04:23 AM",Bug Part Adds a scheduler and worker to perform periodic updates of the content recommendations randroidreviewersdevota Differential Revision httpsphabricatorservicesmozillacomD
5621,Gabriel Luong,"November 14, 2024 04:23 AM",Bug Part Add content recommendations Merino API integration to servicepocket randroidreviewersdevota This commit handles the following Adds integration for querying the Merino endpoint for content recommendations Persists the downloaded content recommendations into a Room Database Provides client API use cases for retrieving the content recommendations from storage and fetching content recommendations from the endpoint and persisting it in storage The query for the Merino for curated content recommendations can be found in httpsmerinoservicesmozillacomdocsdefaultcurated content api v curated recommendations post Differential Revision httpsphabricatorservicesmozillacomD
5622,Zach Hoffman,"November 14, 2024 03:56 AM",Bug Ensure document is nonnull in nsDocShellForceRefreshURI rpetervdomcoresmaug This should be safe to do because Refreshes are applied only to documents and not to subresources Differential Revision httpsphabricatorservicesmozillacomD
5623,Rob Wu,"November 14, 2024 03:28 AM",Bug Add option to CuSandbox to specify CSP rmccr Differential Revision httpsphabricatorservicesmozillacomD
5624,Alexandru Marc,"November 14, 2024 07:12 AM",Backed out changesets bug for causing reftest failures color quadshtml CLOSED TREE Backed out changeset cbebfd bug Backed out changeset ecdecbc bug 
